Oid,BookNameRu,BookImage,File
05c13526-c328-4888-9e37-3a9eae154ccd,"УЧЕБНОЕ ПОСОБИЕ для студентов младших курсов лечебного факультета по учебной и производственной прак",47385ae5-cc46-4f43-8f0c-9c70bf7a8b27,eacad8b5-7332-4c1c-b400-a680728c36f8
05fb5592-7f90-4948-be81-d27d886fcda0,"Гинекология : учебник для медицинских вузов. 2-е изд.",e1e1b38c-4d58-4244-95da-03563434a3aa,96895b9a-ea22-4abc-bb10-ee9ddca48fcb
063324d7-5696-418d-993e-29d7219d17e1,"Фармакотерапия заболеваний органов дыхания и лор-органов ",8e81b340-14f6-4b6f-a298-f197b96d2b75,cb5ba018-a154-468c-87d7-ab680a70c8ca
0639aac1-90f4-4793-9b2f-d2486e8f631f,"Кардиология.",77a2b84e-ca11-41b3-a246-f09fa8c99d48,b741c9f8-bba4-4d73-bc16-93e9203dbaa2
06472919-fa97-4f13-86b3-5060cbf19f6e,"Детская терапевтическая стоматология. Учебное пособие для студентов стоматологического факультета",356da3a3-c992-45db-bc10-d6cfa2f83420,0697662c-7573-44e5-b6b7-4c4d39be83bf
06721136-73ac-490b-ae88-9f9f73f41619,"",8f6ad8f9-36c0-4e37-89ed-a2fc5493a7b7,ff5d5065-10bd-4a5f-805c-7a4d76876ab1
068a8519-06cd-4829-8c51-9c41a052f5c7,"Педиатрия по Нельсону: в 5 т. Том 2. пер. с англ. ",6326c41c-a186-4f34-98ad-40358eb2262c,5cbc167c-9e8b-4c65-8408-a8f9953226da
06a6be2a-5ec9-452f-831a-bf0d5f1b8b41,"",b08a7870-ceb3-40e2-afd3-7fec72ef1dbd,024b4daf-4270-47a3-b0c3-626f4a88c230
06a82b0f-fea4-45b9-ae2e-519fb19ea399,"Оперативная гнойная хирургия. Руководство для врачей. ",e58659c8-ec18-4ce4-bfcf-1c0a8bc92649,e2c166d9-4ace-41a0-a95a-132d18f734c0
06b0c87a-333c-4dad-8d73-8d11f5958b6a,"Кровотечения из варикозно расширенных вен пищевода и желудка у больных циррозом печени.",768c54d1-98de-436e-8537-bec566025fde,ded3ecf1-1aba-40d5-b3dd-fe84793d9d6b
06b61f03-9958-442c-b543-d5c373940aa5,"ЛЕЧЕНИЕ ХРОНИЧЕСКОГО ВИРУСНОГО ГЕПАТИТА С. ОСНОВНЫЕ ВОПРОСЫ ЛЕКАРСТВЕННАЯ ТЕРАПИЯ ПРИВЕРЖЕННОСТЬ ЛЕЧ",5ea2f07f-06c4-4646-ae37-4406daa4f70d,efbb054a-4f99-4e78-89ce-29c6ffe33709
06e9f3a6-5806-4253-a631-aff38cca05e8,"Методика расследования детоубийств.",ec533d30-f937-4165-8f42-537830465341,5bbef9d2-b572-4304-94ce-ae8790950085
06edd6a6-11d6-44ae-aaca-77da997927a3,"Клиническая иммунология. Руководство для врачей.",2fd09ed0-d144-43ec-947b-04932fc4630c,336ad7b5-114c-4370-a258-c3091f32762b
07466fdf-693f-4de3-a364-4871c62f74fe,"",3d6eed9e-d52d-44b5-a020-3d4c73e6d776,fd8e3f24-91f8-4b33-abc2-e8051d9b1dde
077ac97f-b3a6-41d9-be02-085417d6a64b,"Абдоминальная хирургия у детей: Руководство",a9f84b71-5c61-459c-bf0e-7f29bd839f77,79d4b108-c41e-4c7c-a6bd-b514a30eb79f
087ea9eb-c7a0-413c-966c-2c4551561937,"",e715a7f2-7773-4bf1-ac6c-b999e0ee05f1,3219055d-29af-412a-9dc8-afa30baada4f
087f8b0c-3f28-4e12-870e-d8ccfc1dc2e9,"",ea5188ab-1636-4d67-954a-5f3d613e687b,db8cba2c-296c-4519-9939-d4fefa3ace13
08835a5a-0365-4107-aac6-4df6f07d38f1,"Онтогенез и врожденные аномалии женских половых органов : учеб.-метод.пособие  ",7cffad5a-21ec-4a2e-809d-5b99e8fc328e,2828cd6f-7ad3-40d0-a251-4a662a80bf34
08a03a77-bf0d-4da6-8d11-de742193dbba,"",e5f28194-1c66-49f6-a828-7fd42b48946d,05fa4e60-55fe-4f23-9cf7-b2ffd28ad354
08deba8b-33ac-4815-9d79-b4ef64e0d563,"Диагностика и лечение хронических форм недостаточности мозгового кровообращения у больных с гипертон",d6ff815c-9f51-42a2-a960-5452cb5a4333,01e931bf-3d71-41e5-88db-fe77cfad5b14
08e6f167-8abc-48b1-a9eb-5d9ea1646b76,"Протоколы диагностики и лечения заболеваний (для стационаров терапевтического профиля)",b6d659b4-de8a-4ed9-81f5-b1a8d4174ff0,720d0a6a-f754-42a7-9b9b-4ba7a5b0d649
098598f6-3f72-4f5f-a49a-b8bee2b46ecf,"Дифференциальная рентгенодиагностика заболеваний органов дыхания и средостения. ТОМ I ",20c4ce71-4b08-48e0-a8bb-5fb938ac5dba,576c4e00-b7df-4706-8471-859f8cd01163
09a8a020-50c9-4e4d-8da3-2861562b5558,"Лучевая диагностика заболеваний печени",28231dfc-a2d5-4645-80cf-dfad9e7bbbe3,a1a0376b-ca72-4c29-862d-db60995ea4a5
0a5e7eea-5fbb-421a-b5dd-4fb2c165e056,"Рациональная фармакотерапия в пульмонологии.",1304eede-d3ea-45fa-8ea8-53f6e26c2603,43b103a6-16a8-487a-af01-e1e599a57191
0aa65d93-28a4-45fc-86bc-1bb7a4678879,"РЛС. ДОКТОР НЕВРОЛОГИЯ И ПСИХИАТРИЯ",a5cb7e0b-55d6-4e10-b3b2-02dae60f3859,8583dd73-1cf8-4865-9326-27b10e9b9cca
0aae1205-047f-454d-a222-ac8e372c1400,"",830f26ed-afd4-4f68-9d18-72ba9c0e3c25,bf5d3aff-4acb-4e84-a311-8c2a6b2f787e
0ae91bb1-1241-4bf5-a054-e04240a8c31f,"Венгеровский А.И., Фармакология. Курс лекций [Электронный ресурс] : учеб. пособие",6aa695dc-505e-48ec-bb33-740cd4cba027,2376b6ea-ee20-4e14-8fc6-65c80c46ef66
0b023054-3daa-4b5c-90d3-f1b0542fdb77,"ПАТОЛОГОАНАТОМИЧЕСКАЯ ДИАГНОСТИКА СЕПСИСА. Методические рекомендации.",655eefc0-6d11-4027-a3d8-365ce9b02a53,5d5f76a7-86f5-4613-9cca-f89bb10b444c
0b0e4b40-0448-4555-86b3-e59768a6df36,"Инфекционные болезни человека - проблема века, пути решенияю",213ee244-3eb7-467f-84b7-8f67d89840c2,7c59564b-d3e9-4b64-bbf1-baf30e4e6502
0b199bfa-2668-447d-a8fe-80325f595fb1,"",d520cf0c-2f35-4028-8132-bb6c1fc5a164,e7248497-b59f-4635-8e10-4049eb4ec6d3
0b307c69-ab2e-4de0-9498-f10f1cca2dfe,"",389e81d3-c123-424a-952c-346a00d81eb2,5192df0e-093a-438b-a065-c3f8ccd9a550
0b524e85-de84-46a7-a848-3897f6019561,"",df260525-36f6-4697-9dfd-0be372d6528e,50197319-5b6b-466f-900e-8d8fc04b2863
0b61c325-16bd-45b1-9a2b-abae16cf6053,"Суицидология и кризисная психотерапия.","",27de702b-53ab-4621-8f20-ba0f1473838f
0b81641c-9716-4f99-b0b5-1a3d5f66c267,"",02151771-5ad1-40a6-955b-a4afd0bb6cf0,71187254-542a-43b4-b631-fa8972e6e9fe
0b9e4980-9218-496f-ac84-fe25f7d395b9,"Биофизические основы физиотерапии. Учебное пособие. ",8eb1a839-21f2-4bb0-9b26-39ed70f6275d,d86d9d51-24c7-404e-99e6-9b16b697ccac
0bd882df-9837-4e74-814a-579458d11827,"",d89f3ada-3827-46d1-a161-8de7f99c8ca0,bc6a7a62-8929-4243-a170-a1902f666c79
0bf4ec6c-ffc7-47e1-b8ae-809649221335,"Вирусы папилломы человека и их роль в образовании опухолей.",f0f13bcd-51b4-432d-a60a-5b1671feff93,268b2779-ad21-4f3a-a182-e3f8e3967bcb
0c108c47-f7a3-46df-9ef9-068a1f83700a,"Избранные вопросы физики для физиотерапевтов.",1caa4e47-84a9-4919-8f76-9ea08eb4083a,d1cc4e5a-bda9-40f2-b080-fd5a87c0d7e7
0c14dd01-fb76-46b8-928e-0189bd598e99,"РЛС Доктор: Оториноларингология и пульмонология",ff139cae-8469-4093-ba85-ba7fcc46acf2,1b2b1eed-849c-462c-8b25-edcf641be145
0c525a34-b486-4fa0-b5d1-73e27daf3050,"Лекции по общей психологии",f85942f2-6a34-488e-9dfe-5c409f3ac27c,c00a2fed-0367-4b53-9144-e0c9c18241ff
0c5277de-d0c5-4012-add7-36fefa3819b9,"Синдром Слабости Синусового Узла. ЧАСТЬ II: ПОКАЗАНИЯ К ИМПЛАНТАЦИИ И ВЫБОР МОДЕЛИ ПОСТОЯННОГО ЭЛЕКТ",8c1af401-b457-4a1b-833b-494cd5c6ef72,1945dd07-2ba1-4225-8b7c-fc9d67618544
0c5f1578-a717-4324-b2db-ce654ac56736,"Нейропсихофармцкология антагонистов NMDA-рецепторов.",d77f4b07-1171-4c4f-bcf6-f50657357cb3,ac6dc254-7b25-4505-9e1a-6633f5751d44
0cdc897f-87be-4f41-b1b0-9327c02b919f,"Азбука ЭКГ. Изд. 3-е.",c3cfd602-dbfa-43e2-86a3-628d3a2f8436,4988382c-10e9-4b63-986a-ee2d13886090
0ce720fe-7cdd-40fc-a345-c6a656ba1b7f,"Неврология новорожденных: Острый период и поздние осложнения. 2-е изд. ",5b7ad075-883e-4ee8-9d7a-348bb38d942f,d42dde1f-59a4-4f2e-9501-a79ada49c904
0da163ec-eed0-4e54-8dad-c9c48e8cfeed,"500 техник массажа. От простых до самых сложных.",04e57c1e-e188-4ad9-98f8-591c9aba6086,640069f5-01fb-437a-b21a-7dc041f83d53
0e07cdd3-e541-4076-b355-f906630f176c,"Латинский язык и основы медицинской терминологии. Учебник. Издание третье.",25f54053-ed34-4be1-bebf-c651657519ae,071cbe71-f6a6-4bc7-b3d3-1f713b6dad78
0e34fb64-0771-46d1-a61a-ccbe331598fb,"ПЦР-исследования для практического врача.",3f2df143-db76-40ea-a70e-20f4e2291403,1effc993-d1b4-4749-9745-fe2b5532e1e1
0e685689-bd32-45d1-b76f-eea0431746f1,"Введение в магнитно-резонансную томографию: учебное пособие.",f41600c2-2c91-4a7d-85c7-14829ec58d99,8df76b81-dc12-4dd4-a64a-572b9c32cc80
0e97e59f-dadb-4587-98e6-81e0c0d4ec7a,"Хирургия пищевода. Руководство для врачей. ",20f625e8-06be-4f9f-940b-31d8bd9cbe82,62501967-5a9a-429b-919e-36cc8b9bb711
0e983523-40b4-494c-9413-dd66e64d53b2,"Молекулярная биология клетки: В 3-х т. 2-е изд., перераб. М75 и доп. Т. 1",3dcdc82d-7250-4586-89e7-19284fbf9bed,447c730d-8bb1-4e36-9837-98006b463fc1
0e983fe6-7d5f-4375-b672-936d816e1a44,"Лабораторные методы исследования в клинике. Справочник.",cd21daf5-3be4-4759-b7d8-9509f325b956,3c061efd-3712-44a3-b730-c95f5cdd764b
0ee6922b-e04b-4909-80a2-4c2c5b38d689,"Меланома кожи. Атлас клинико-морфологической диагностики.",c85b86e8-5678-4a05-8724-4ec569c0ee78,fc5b4ebe-2c84-4e64-b196-184cdc406bdc
0f23ad56-7ad7-48be-a692-847e28ca90e9,"Трахео-бронхиальная хирургия. ",0e0c22ba-fc55-481a-a95f-412d2ba51f79,45b0697d-da3e-4698-b04a-6a36b2c8d3d6
0f9856f3-fdc0-45d5-af12-9f91ec8ca4b4,"БИОМЕДИЦИНСКАЯ ЭТИКА: ТЕОРИЯ, ПРИНЦИПЫ И ПРОБЛЕМЫ. ЧАСТЬ 2.",ad3e4b78-6e7e-457c-8aa3-69b447af7128,a6a91386-24c1-4adc-ab2e-7653e41ba03f
0fa720dd-31ff-4b37-8819-19292ca43595,"Первая помощь при травмах, несчастных случаях и некоторых заболеваниях: Крат. справочник.— 2-е изд. ",f7316c5d-d518-4caf-99f8-82d156b25923,1a910090-e17a-4445-b372-7542e870864e
0fae6cd0-b153-4c63-a9d5-4e052961c979,"Хрестоматия для анестезиологов-реаниматологов.",98897569-6ffe-4c67-95b1-f9d767b20c6c,3bcd3f1a-5631-4817-9f06-18725ad7bb3a
1003b823-e3ef-40a2-a9b1-3efa42a9bf2f,"Болезни крови у пожилых",90358f28-8670-4389-8185-5c062e51f145,2161ee13-923e-44e5-bf69-de19afe5668e
10d666b0-8c9c-4678-add9-dfb94c5aa142,"",9f27b268-fb0c-477a-b40f-a86b07f1032e,f097b64a-d963-4e69-b33a-7d262379c67f
1188b1f2-2395-4c29-aa29-5c11ad9e07bc,"Педиатрия по Нельсону в 5 т.Том 4. пер с англ.",d17f47d0-4dfd-411d-afd8-852506fb74ce,8ce952c9-2d46-47fe-8bb3-e084fa19bb11
11d1b064-5e71-4901-a860-91b040145d95,"Хирургическое лечение распространенного рака легкого.",3a54d849-4f64-4a8c-bbfa-875c33471f78,efa80313-2a6f-4688-b14e-d03c2816f072
11d282ec-afbc-40fa-9aea-d9071e4a28f8,"Хирургия повреждений сердца при раневой политравме и шоке. ",4c755a27-c621-44b6-99f1-f1f1dd2f043d,8b79e4c4-47e4-48ca-a9ae-cb3bb712d9a1
131193c3-a189-4f12-bde3-717186217edd,"Диагн. и консерв. леч. заболеваний и повреждений опорнодвигательной сист. Кн.2. Остеоартроз.",77bb85fe-a968-4c17-b3ab-91b67972d649,652ac96d-5f15-4f7e-8d9f-5e6de9be1e07
131d39e2-b80b-49ec-aab5-374c00d62760,"История. Культура. Психические и поведенческие расстройства.",fa4485a7-5cc4-4870-99c7-3453d16ca956,fb2cbc74-a2ef-4abd-8b52-7178e76b2600
13fbc2f5-115a-4d21-9e9a-ddffc1c50e0b,"Сахарный диабет 1 типа ",2d9aacde-3d81-4985-b1d4-809f7455cfda,e498b6b3-422f-4570-9c91-5c32951f15d3
1481f7be-91f7-4005-9552-2859e505f439,"",6cc2a1cc-748b-4e28-9102-e271e0cdd51f,d0e4e7f6-691c-4266-a160-00619a819c05
1487c016-85c1-467e-aad8-d3f80bc58b08,"",d8f3120c-7f62-4e18-8e4e-8ee622bbc12e,fdca520b-a8cc-4cfb-a978-5dc2a590de1a
14d95729-5d28-47e8-a150-0d0e3f67c61a,"Детский массаж. Массаж и гимнастика для детей от рождения до трех лет. 2-е изд.",1d51052f-c8d3-466d-b9d8-a76e69065361,739c016f-58cf-4948-8820-00914a48de9d
14f19657-5c6a-4823-a7d1-3bb2eb7a7f46,"Анестезия в педиатрии. Пер. с англ.",0a6b36a8-1445-4588-bd1c-05170abb0774,090b987b-cfb0-4699-b6b9-8b5f25b6a6c6
1544ec82-ea92-4092-bb1c-49baa51f46c8,"Неотложная медицинская помощь детям на догоспитальном этапе. Монография.  ",d051f366-526f-4544-abe2-4646196851b2,9cadc10b-e060-46bc-ae9c-e1b8fc9f50c3
15606c84-9cb4-46b4-95b5-df2b9aa510db,"Руководство по скорой медицинской помощи. Для врачей и фельдшеров.",5ba8cdb8-2d4f-4a7e-baa2-6b706e40cc00,9bf7a50d-4541-4b13-9e8c-7b022b0c3e19
1560c1a9-20f9-47f0-bc65-d8063e715f0a,"",a6c4eeb5-f22f-48e7-a82b-7d7bea7e11f4,dcca8775-218b-4807-9b69-201f651e06e8
15dc306c-a1f1-432d-ba84-9bfa15291cce,"Руководство по сосудистой хирургии с атласом оперативной техники. 2-е издание",1274316e-0c96-41dd-817a-d3ffe4f6b346,""
16020160-6182-48e1-ab6d-25380f08d571,"ТУБЕРКУЛЕЗ ЖЕНСКИХ ПОЛОВЫХ ОРГАНОВ",74c5fa95-cdcc-4bfb-9ed2-0463464e4e24,81a91bdb-0418-413e-9ded-037aaf4ec8ec
1618e7e2-4b92-4188-a7b7-0a1fcca0e3f1,"Суточное мониторирование ЭКГ при нарушениях ритма и проводимости сердца. ",8dfd767d-63f9-4b59-be51-68373895c585,fb63905d-97ea-4a5c-8ac7-30363584ab04
1619fe62-968a-4143-9377-6fca010f86ce,"Введение в фармацевтическую химию [Электронный ресурс]",b424001b-c3f7-4870-8a1a-e4db46f57409,c8dcddab-7d61-4df6-ae64-ac337d6f3247
1657a3d1-97b1-4e3e-974d-91e3e147cacd,"КЛИНИЧЕСКИЕ РЕКОМЕНДАЦИИ АЛГОРИТМЫ СПЕЦИАЛИЗИРОВАННОЙ МЕДИЦИНСКОЙ ПОМОЩИ БОЛЬНЫМ САХАРНЫМ ДИАБЕТОМ  ",46ce9c1a-a98a-4cda-ab18-4a712afcbb25,ada8a4b1-92b2-4d57-ac8f-b4bb4d84619e
1693cec2-ab5d-48bc-a936-a5499d3cdddb,"",98a10250-38ff-426e-94bd-76cd59c70dde,d08d06eb-f436-471d-a6e9-3e8b5ae455c6
169781a4-be6e-48ae-a634-78b2f0904619,"Клапаносберегающие реконструктивные операции в хирургии пороков сердца.",00f958b9-e4c2-4a67-8f18-b754044d93e4,941b8cd9-0a2c-4e1f-81cf-d064852e5347
16c59db4-8a25-4cf1-9234-2f014ec95222,"Курс лекций по патологической анатомии. Частный курс.  книги 1. 2",8f9d3dd0-a5ce-43e8-820f-9b7899e47623,52ec18ee-2001-42ad-b4fa-6dc2154cff29
16dd9cba-e34d-457a-a12a-25119febbbc0,"НЛП-практик: полный сертификационный курс. Учебник магии НЛП.2-е международное издание",1821932a-7a0d-4971-8a15-ea915e1b7a9f,71aa9e51-5979-4030-a4ae-64271b9438bd
1742444f-eb4d-4220-bec6-eb8fb4786048,"Советы молодому хирургу.",d4fcb5c0-1a05-45ee-abff-0e1433441e49,b68f2c51-bf18-419a-9d69-1be5e098e4e2
17c087b4-1768-4170-9c6e-ff3a6a7a9634,"Диагностика болезней внутренних органов: Т. 5. Диагностика болезней системы крови. Диагностика болез",0641f4d4-1132-48de-8a8b-913e14f48129,dabbd843-fefe-4ad3-ab6d-8ff2bf2d2809
17d2b669-a647-4bb6-b7e2-659bcb096c99,"Основы психологического консультирования: Учеб. для студ. педвузов. ",81fa1efb-c8a7-423d-853f-ff787939d94c,7e8f4b5b-be91-413c-aa4b-c4d4a448a992
1832f21f-1265-47f8-9ab1-bcf9eef9182b,"КЛИНИЧЕСКИЕ РЕКОМЕНДАЦИИ по проведению электрофизиологических исследований, катетерной абляции и при",00b5f0a9-9cb0-4564-a60c-c083dbef3962,97a1e636-1e5f-4a43-9335-703a360a55ff
185a86de-2276-46de-881f-7b97492c95b8,"Нейропсихофармцкология антагонистов NMDA-рецепторов.",8f9b3dc3-11db-4b91-905e-84ebfebc4794,1abc0453-e843-4286-bd5b-ff13c0f7af06
18e5969d-5f7e-422d-ae07-17ac1ee8e41a,"Педиатрия: учебник: в 5 томах Том 2:  Оториноларингология, пульмонология",1e055996-37db-46a9-911e-94d376746342,c0aab73a-ba09-45b7-b574-c1a8526b112e
19422010-b2f8-4fc7-ad3b-c30cde22cfd1,"Хирургические болезни. Учебник. Издание третье.",3ab12c15-f23c-45c6-beda-6c81e66468e5,fee28f1a-9c47-4e13-a152-ed5fbb36de0f
1a133a34-1a6c-4be3-83e5-24be73e29041,"Фармакология в рисунках и схемах. Том 1",4d211297-4b31-4d57-8902-adc87a2188d7,cafe8444-da95-47f6-bf50-6a475cf16d1a
1a1b7dde-9146-45ec-a603-f51d0f2d2e3e,"Пропедевтика внутренних болезней.",366caa61-a9c8-423b-8a29-86018ee15427,a6029286-072c-4775-9612-137177a895f3
1a2df177-8611-47cd-8e7b-30e4474f887c,"",fe39e3be-d0e3-49c5-8345-a741b5473dcc,6c4a491a-ddd6-4eb4-8424-6049d1a60a06
1a8a78be-0958-43b8-b62c-1445a465f09e,"Избранные лекции по травматологии. ",a18a8049-4ee4-4d96-98ed-d4f54af931d7,4dccdcfc-7c08-4fc0-b3eb-29240b0a673a
1acfcac7-f3fc-4803-9407-9cdec4c6156f,"Лечение чесноком",201c3f13-882d-4bbd-a4c9-b4bc2060e944,19c0c788-78fe-4ec8-b8df-909b09439913
1afeefd3-6519-4c0f-8fe9-fcc17137d779,"Медицинские анализы, диагностический справочник. ",032bd6fd-a2d3-4438-8fe7-207e82c5fd1f,f01fb986-b85a-44d9-9c76-9ddb143991f6
1b25f3f2-95f4-4971-823e-c6d06aec7103,"",c31dbf52-92f1-45db-9c4e-cd45e2f88eca,f6b6f6cb-35cb-4d08-b056-9b42a11f21be
1b5cb137-29e6-4bcb-9ca6-ad42ea5765be,"",89e0caed-da95-4310-83a2-c27d1ce23ac4,992325b3-9ca9-4097-9a21-ed232bdd6feb
1c0e5e18-ad76-4231-a135-638e1954056f,"Судебно-медицинская экспертиза: Термины и понятия: Словарь для юристов и судебно-медицинских эксперт",cd79ba92-b266-4f71-95e7-27db366d19e8,f27ddc2e-68b9-405c-ad24-700961fc808a
1cb6d149-66e4-49c4-9622-84ac0a84ebe8,"",a5fd14b8-9f67-4587-99d6-192969677f9c,286ad71a-23f5-4c47-886c-facbe029eab8
1cf10c66-64dd-41aa-87a8-45fd8190cc1b,"",fc4bd6ce-3403-4388-a697-508eeb14bc1a,e26a124b-1f85-4e30-95f6-9b0044ebbfa8
1d2dc416-d652-4505-aabe-24b12df596b4,"АНГЛО-РУССКИЙ СЛОВАРЬ-МИНИМУМ ПСИХОЛОГИЧЕСКИХ ТЕРМИНОВ ДЛЯ ЧТЕНИЯ ТЕКСТОВ ПО СПЕЦИАЛЬНОСТИ",315dc07f-9a8f-46fd-b8a3-5b2fef00b3e4,283848cf-0040-40e3-8f6b-fb9f4a9612c7
1d77f30c-167d-4d30-bf54-c3eaab7fa0a4,"Нейроанестезия.",77e1f101-8267-4505-9d37-7671326706a7,927a4d91-f826-487b-b5e9-4baca080c919
1d88df5f-3b26-4939-a1ff-bdfb43d65dfe,"Рациональная фармакотерапияю",e2c4d229-647f-4da6-b3f6-5a4faf56f274,f3c1af05-265a-4166-a0ec-1a803a00a022
1dad2732-8bfb-4ac0-bf52-987e5d0dc6ee,"",ecbc29d1-7dfa-43df-a226-69076af71290,c8dac885-df31-47b3-9b93-dbe8aec2dfde
1dcf099c-e468-42ad-a4e9-05470f769cfa,"",4663c215-6d37-4c53-90f5-4ce286843d2f,d82cb3dc-afba-49d5-a73a-65b8d3271dcc
1e6aa0be-1e9b-493e-83e1-c24cadb85b1f,"Клинические аспекты ВИЧ-инфекции",4fe194c1-55f3-4ecd-a677-7877217593c3,078920ec-af28-44f2-81f8-be4d59a84f3d
1e90011b-4e02-4627-8ba6-e5c343c4d611,"",df7f7718-09c2-4fe7-9e39-6ba95cf1fb97,1a89a3ad-d879-4035-8b2d-0d8a93a24197
1edcc12a-779f-40bb-89ad-9459e85fcd6c,"Переломы позвоеочника у детейю",bed4f3a4-6c67-43f9-9294-fa1db0dfefed,944c25b6-9b50-4f4f-9c17-4058b2b06435
1ee71b4c-971b-40d1-a982-381aa1bc8ae9,"ПОСОБИЕ ДЕЖУРАНТА. Рекомендации для практикующих врачей по лечению неотложных состояний.",20620d69-9f48-4f6a-bf5c-1e7d4b8066d3,fe52918c-3e8b-4a01-8c37-3f16a1752639
